Date_Time,Type,MMSI,IMO,CallSign,Name,TypeOfShipAndCargoType,DimensionToBow,DimensionToStern,DimensionToPort,DimensionToStarboard,TypeOfElectronicPositionFixingDevice,ETAMonthUTC,ETADayUTC,ETAHourUTC,ETAMinuteUTC,Destination,
2023-05-25 10:33:42.680634,5,6916,0,'','VT-PHW',<ShipType.OtherType_NoAdditionalInformation: 99>,9,9,9,9,0,0,24,60,0,'',
2023-05-25 10:34:06.897878,5,538009800,9388792,'V7A5176','BEKS SWAN',<ShipType.Tanker_HazardousCategory_A: 81>,202,43,17,25,5,16,7,0,10.8,'MUMBAI',
2023-05-25 10:34:14.737117,5,405000305,9238284,'S2BG3','B LPG CHALLENGER',<ShipType.Tanker_HazardousCategory_A: 81>,191,36,15,21,5,24,7,30,8.2,'IN VTZ> IN BOM',
2023-05-25 10:34:59.883077,5,419728000,9392834,'AUVT','GREATSHIP DHRITI',<ShipType.Tug: 52>,17,57,6,10,5,15,16,0,4,'MUMBAI',
2023-05-25 10:35:45.218787,5,419531000,9297498,'AUFH','DESH VAIBHAV',<ShipType.Tanker: 80>,279,54,26,34,5,19,20,0,11,'FOR ORDERS',
2023-05-25 10:36:04.097109,5,405000305,9238284,'S2BG3','B LPG CHALLENGER',<ShipType.Tanker_HazardousCategory_A: 81>,191,36,15,21,5,24,7,30,8.2,'IN VTZ> IN BOM',
2023-05-25 10:36:05.377001,5,405000305,9238284,'S2BG3','B LPG CHALLENGER',<ShipType.Tanker_HazardousCategory_A: 81>,191,36,15,21,5,24,7,30,8.2,'IN VTZ> IN BOM',
2023-05-25 10:36:22.625434,5,419079600,9475325,'AUXL','IVY',<ShipType.Tug: 52>,12,20,6,3,5,19,6,0,3.4,'MUMBAI',
2023-05-25 10:36:23.855343,5,36694,0,'VT-GVT','SAR AIRCRAFT VT-GVT',<ShipType.NotAvailable: 0>,0,0,0,0,1,1,0,26,0,'',
2023-05-25 10:36:55.912298,5,538008317,9850769,'V7A2231','JABAL ALMISHT',<ShipType.Cargo: 70>,168,31,9,23,5,22,12,0,11.8,'MUMBAI',
2023-05-25 10:36:57.292286,5,419001114,9269491,'AWOY','OSL TRIUMPH',<ShipType.OtherType: 90>,15,56,2,14,5,26,6,30,4.5,'BFL',
2023-05-25 10:37:06.281422,5,374475000,9863857,'3EGN2','EVA LONDON',<ShipType.Cargo: 70>,181,19,23,9,5,25,2,0,10.7,'IN KRN',
2023-05-25 10:37:14.980531,5,441736000,9347592,'D7HI','HYUNDAI INTEGRAL',<ShipType.Cargo: 70>,217,78,23,9,5,25,19,0,12.4,'INNSA',
2023-05-25 10:37:52.657366,5,518998272,9422847,'E5U4252','GLOBAL EAGLE',<ShipType.Tanker_HazardousCategory_D: 84>,89,21,9,9,5,26,11,45,5.8,'JNPT MUMBAI',
2023-05-25 10:37:52.657366,5,518998272,9422847,'E5U4252','GLOBAL EAGLE',<ShipType.Tanker_HazardousCategory_D: 84>,89,21,9,9,5,26,11,45,5.8,'JNPT MUMBAI',
2023-05-25 10:37:52.977148,5,41365,0,'VT-HLH','VT-HLH',<ShipType.Passenger_NoAdditionalInformation: 69>,0,0,0,0,1,1,0,26,0,'',
2023-05-25 10:37:56.016853,5,36703,0,'VT-HLT','VT-HLT',<ShipType.OtherType_NoAdditionalInformation: 99>,9,9,9,9,0,0,24,60,0,'',
2023-05-25 10:37:56.786814,5,205373000,9659115,'ONHU','WARINSART',<ShipType.Tanker: 80>,138,36,7,23,5,30,14,0,6.9,'IN NSA  >>  AE RWP',
2023-05-25 10:37:59.506538,5,41407,41407,'VT-GVP','VT-GVP',<ShipType.NotAvailable: 0>,0,0,0,0,0,0,24,60,0,'',
2023-05-25 10:38:28.873787,5,419001548,9899179,'VTHI','JSW DEVGAD',<ShipType.Sailing: 36>,111,11,15,5,5,25,12,30,4.4,'DMTR',
2023-05-25 10:38:35.673612,5,419000860,9680827,'AWFH','TAG 13',<ShipType.NotAvailable: 0>,18,47,9,7,5,18,10,30,4.2,'MUMBAI',
2023-05-25 10:38:56.721652,5,419077700,9471941,'AUVZ','EMERALD',<ShipType.OtherType: 90>,13,57,5,7,5,23,7,30,4.6,'NEELAM',
2023-05-25 10:38:58.391596,5,419220300,0,'','ROS MUMBAI',<ShipType.Cargo_NoAdditionalInformation: 79>,4,3,1,1,1,1,1,1,0,'',
2023-05-25 10:39:27.948920,5,375087000,9649354,'J8B6131','ALLIANZ INTREPID',<ShipType.OtherType_NoAdditionalInformation: 99>,51,60,18,17,5,15,10,0,4,'MUMBAI ANCHORAGE',
2023-05-25 10:39:34.018351,5,636021344,9905320,'5LDM9','AFRICA',<ShipType.Tanker: 80>,229,47,29,19,5,24,12,30,15.7,'MUMBAI INDIA',
2023-05-25 10:40:49.161456,5,419001664,9247209,'VTLS','ROSE GAS',<ShipType.Tanker: 80>,138,36,18,10,5,16,13,30,8.6,'JNPT,
2023-05-25 10:41:40.336270,5,419000218,9576387,'AVJF','N B PRASAD',<ShipType.OtherType_NoAdditionalInformation: 99>,12,47,10,5,5,26,6,0,5,'BFL',
2023-05-25 10:41:45.515810,5,419531000,9297498,'AUFH','DESH VAIBHAV',<ShipType.Tanker: 80>,279,54,26,34,5,19,20,0,11,'FOR ORDERS',
2023-05-25 10:42:02.874092,5,405000305,9238284,'S2BG3','B LPG CHALLENGER',<ShipType.Tanker_HazardousCategory_A: 81>,191,36,15,21,5,24,7,30,8.2,'IN VTZ> IN BOM',
2023-05-25 10:42:13.163275,5,419001116,9686948,'AWPA','OCEAN TURQUOISE',<ShipType.OtherType: 90>,23,60,11,9,5,24,6,30,5.4,'BFL',
2023-05-25 10:42:16.422902,5,419001591,9413482,'VTIQ','SHIVANSH ARYAN',<ShipType.OtherType_NoAdditionalInformation: 99>,15,48,5,10,5,18,7,0,4.2,'MUMBAI',
2023-05-25 10:42:27.481941,5,419901429,9709685,'8UCY','GREAT DRILL CHAARU',<ShipType.OtherType_NoAdditionalInformation: 99>,21,50,8,54,6,3,3,7,0,'NLM-13,
2023-05-25 10:42:51.522403,5,419001125,9165906,'AWPI','HALANI 6',<ShipType.OtherType: 90>,15,52,7,9,12,23,11,0,3.8,'MUMBAI PNV',
2023-05-25 10:42:54.469472,5,441708000,9626015,'D7PB','PAN BONITA',<ShipType.Cargo: 70>,157,32,7,23,6,24,6,0,10.5,'INBOM',
2023-05-25 10:43:01.188876,5,538003035,9324875,'V7NX2','NAVIOS INDIGO',<ShipType.Cargo: 70>,192,68,17,15,5,25,12,30,13,'NHAVA SHEVA',
2023-05-25 10:43:12.417878,5,419001230,9785586,'AWTI','ASL ABABEEL',<ShipType.OtherType: 90>,21,47,10,8,5,1,3,45,4.6,'NHAVA',
2023-05-25 10:43:19.647512,5,419566000,9333515,'AUJR','MPV PSV1',<ShipType.Cargo: 70>,15,52,6,10,5,26,4,0,5,'NHAVA',
2023-05-25 10:43:21.436884,5,419001665,9891074,'VTLY','JSW MANIKGAD',<ShipType.Cargo: 70>,112,10,8,12,4,26,1,0,4.9,'DHARAMTAR',
2023-05-25 10:43:43.724953,5,215209000,9205940,'9HGO7','MV SEAVENUS',<ShipType.Cargo: 70>,163,27,18,14,5,16,6,30,8.4,'MUMBAI,
2023-05-25 10:43:47.034592,5,419001795,9326598,'VTSI','GREEN ASHA',<ShipType.Tanker: 80>,138,37,20,8,5,23,4,0,9.8,'JNPT_INDIA',
2023-05-25 10:43:56.103713,5,355187000,9725586,'3EOR','BULK CASTOR',<ShipType.Cargo: 70>,170,30,24,12,5,21,19,30,11.6,'IN BOM',
2023-05-25 10:44:09.062549,5,257993000,9325843,'LARR8','ULRIKEN',<ShipType.Tanker: 80>,146,28,7,20,5,26,14,0,9.6,'IN BOM',
2023-05-25 10:44:10.822456,5,419001526,9892327,'VTGC','JSW SURYAGAD',<ShipType.Cargo: 70>,107,15,4,16,5,26,22,0,3.2,'JAIGARH',
2023-05-25 10:44:13.142150,5,355730000,8756174,'HO2288','FORESIGHTDRILLER-IX',<ShipType.OtherType_NoAdditionalInformation: 99>,54,92,30,33,3,24,11,10,0,'HEERA FIELD HN PF',
2023-05-25 10:44:16.501838,5,538004297,9625815,'V7WG8','BEKS CENK',<ShipType.Cargo: 70>,161,29,13,19,5,17,18,0,11.8,'MUMBAI',
2023-05-25 10:44:25.081165,5,525119191,9354519,'YDIQ2','QUEEN CENTURY',<ShipType.Tanker: 80>,147,32,22,10,5,25,8,0,7.3,'OPL MUMBAI',
2023-05-25 10:44:39.009797,5,419001637,8479929,'VTKV','BW PINE',<ShipType.Tanker_NoAdditionalInformation: 89>,187,39,12,25,5,17,2,30,10.7,'IN BOM',
2023-05-25 10:44:42.369490,5,355098000,9145798,'3FBK7','GLOBAL HARVEST',<ShipType.Cargo: 70>,134,20,13,13,5,14,5,30,8.5,'MUMBAI IN',
2023-05-25 10:44:50.608787,5,419172000,9129524,'VVJO','MV.GURU PRASAD',<ShipType.Cargo: 70>,60,19,7,8,5,27,2,0,3.4,'MUMBAI',
2023-05-25 10:44:52.448552,5,636022492,9573842,'5LJB3','GEOSTAR',<ShipType.Cargo: 70>,171,28,21,11,5,25,17,30,9.1,'IDDMT',
2023-05-25 10:45:12.897262,5,352823000,9414967,'3ENU8','GENIUS ACE',<ShipType.Cargo: 70>,128,19,17,8,5,26,17,0,8,'MUMBAI',
2023-05-25 10:45:15.007121,5,352001705,9952141,'3E2724','BOW CHEETAH',<ShipType.Tanker: 80>,128,28,16,9,5,26,8,0,10.5,'MY PGU>JNPT',
2023-05-25 10:45:21.056511,5,41329,0,'VT-HLU','SAR AIRCRAFT VT-HLU',<ShipType.NotAvailable: 0>,0,0,0,0,1,1,0,26,0,'',
2023-05-25 10:45:21.776437,5,373383000,9642136,'3EWM','DIAMOND QUEEN',<ShipType.Cargo: 70>,171,28,11,21,5,12,10,0,10.3,'IN BOM',
2023-05-25 10:45:35.595063,5,419001575,9180061,'VTIE','PARASEA TWO',<ShipType.Tug: 52>,8,18,4,4,5,26,12,30,2.8,'MUMBAI',
2023-05-25 10:46:06.602320,5,538009800,9388792,'V7A5176','BEKS SWAN',<ShipType.Tanker_HazardousCategory_A: 81>,202,43,17,25,5,16,7,0,10.8,'MUMBAI',
2023-05-25 10:46:10.981824,5,6916,0,'','VT-PHW',<ShipType.OtherType_NoAdditionalInformation: 99>,9,9,9,9,0,0,24,60,0,'',
2023-05-25 10:46:48.928443,5,419001664,9247209,'VTLS','ROSE GAS',<ShipType.Tanker: 80>,138,36,18,10,5,16,13,30,8.6,'JNPT,
2023-05-25 10:46:49.598236,5,419001268,9326809,'AWUU','DESH ABHIMAAN',<ShipType.Tanker_HazardousCategory_A: 81>,229,45,18,30,5,30,9,0,8.5,'EUJAIRAH',
2023-05-25 10:47:00.637280,5,419728000,9392834,'AUVT','GREATSHIP DHRITI',<ShipType.Tug: 52>,17,57,6,10,5,15,16,0,4,'MUMBAI',
2023-05-25 10:47:47.722664,5,416467000,9462706,'BLHM','YM UBIQUITY',<ShipType.Cargo_HazardousCategory_D: 74>,241,92,16,27,5,27,5,30,13.9,'INNSA>INPAV',
2023-05-25 10:47:58.691524,5,405000305,9238284,'S2BG3','B LPG CHALLENGER',<ShipType.Tanker_HazardousCategory_A: 81>,191,36,15,21,5,24,7,30,8.2,'IN VTZ> IN BOM',
2023-05-25 10:48:14.050125,5,538007023,9494242,'V7JZ5','LIBRA',<ShipType.Cargo: 70>,169,20,16,16,5,23,19,30,11.8,'IN BOM',
2023-05-25 10:48:22.899354,5,36694,0,'VT-GVT','SAR AIRCRAFT VT-GVT',<ShipType.NotAvailable: 0>,0,0,0,0,1,1,0,26,0,'',
2023-05-25 10:48:25.649433,5,419079600,9475325,'AUXL','IVY',<ShipType.Tug: 52>,12,20,6,3,5,19,6,0,3.4,'MUMBAI',
2023-05-25 10:48:55.916207,5,538008317,9850769,'V7A2231','JABAL ALMISHT',<ShipType.Cargo: 70>,168,31,9,23,5,22,12,0,11.8,'MUMBAI',
2023-05-25 10:48:59.456014,5,419001114,9269491,'AWOY','OSL TRIUMPH',<ShipType.OtherType: 90>,15,56,2,14,5,26,6,30,4.5,'BFL',
2023-05-25 10:49:19.084243,5,419000655,0,'AVXL','A495',<ShipType.NotAvailable: 0>,13,10,2,3,1,8,11,0,0,'',
2023-05-25 10:49:19.644221,5,419566000,9333515,'AUJR','MPV PSV1',<ShipType.Cargo: 70>,15,52,6,10,5,26,4,0,5,'NHAVA',
2023-05-25 10:49:37.802514,5,419000392,9641170,'AVOX','TRITON ENERGY',<ShipType.NotAvailable: 0>,16,17,5,5,5,14,10,0,3.5,'MUMBAI',
2023-05-25 10:49:49.061869,5,518998272,9422847,'E5U4252','GLOBAL EAGLE',<ShipType.Tanker_HazardousCategory_D: 84>,89,21,9,9,5,26,11,45,5.8,'JNPT MUMBAI',
2023-05-25 10:49:51.091629,5,41365,0,'VT-HLH','VT-HLH',<ShipType.Passenger_NoAdditionalInformation: 69>,0,0,0,0,1,1,0,26,0,'',
2023-05-25 10:49:56.181234,5,205373000,9659115,'ONHU','WARINSART',<ShipType.Tanker: 80>,138,36,7,23,5,30,14,0,6.9,'IN NSA  >>  AE RWP',
2023-05-25 10:49:59.111003,5,41407,41407,'VT-GVP','VT-GVP',<ShipType.NotAvailable: 0>,0,0,0,0,0,0,24,60,0,'',
2023-05-25 10:50:15.779470,5,36703,0,'VT-HLT','VT-HLT',<ShipType.OtherType_NoAdditionalInformation: 99>,9,9,9,9,0,0,24,60,0,'',
2023-05-25 10:50:28.878215,5,419001548,9899179,'VTHI','JSW DEVGAD',<ShipType.Sailing: 36>,111,11,15,5,5,25,12,30,4.4,'DMTR',
2023-05-25 10:50:40.897152,5,419001637,8479929,'VTKV','BW PINE',<ShipType.Tanker_NoAdditionalInformation: 89>,187,39,12,25,5,17,2,30,10.7,'IN BOM',
2023-05-25 10:50:52.106040,5,636022492,9573842,'5LJB3','GEOSTAR',<ShipType.Cargo: 70>,171,28,21,11,5,25,17,30,9.1,'IDDMT',
2023-05-25 10:50:56.295754,5,419077700,9471941,'AUVZ','EMERALD',<ShipType.OtherType: 90>,13,57,5,7,5,23,7,30,4.6,'NEELAM',
2023-05-25 10:51:13.914142,5,352823000,9414967,'3ENU8','GENIUS ACE',<ShipType.Cargo: 70>,128,19,17,8,5,26,17,0,8,'MUMBAI',
2023-05-25 10:51:27.792533,5,375087000,9649354,'J8B6131','ALLIANZ INTREPID',<ShipType.OtherType_NoAdditionalInformation: 99>,51,60,18,17,5,15,10,0,4,'MUMBAI ANCHORAGE',
2023-05-25 10:51:34.021817,5,636021344,9905320,'5LDM9','AFRICA',<ShipType.Tanker: 80>,229,47,29,19,5,24,12,30,15.7,'MUMBAI INDIA',
2023-05-25 10:52:06.398742,5,538009800,9388792,'V7A5176','BEKS SWAN',<ShipType.Tanker_HazardousCategory_A: 81>,202,43,17,25,5,16,7,0,10.8,'MUMBAI',
2023-05-25 10:52:28.267214,5,212531000,9673654,'5BDV4','NORDPANTHER',<ShipType.Cargo_HazardousCategory_A: 71>,157,13,15,13,5,26,3,30,6.8,'NHAVASHEVA JNCT',
2023-05-25 10:52:49.544844,5,419001664,9247209,'VTLS','ROSE GAS',<ShipType.Tanker: 80>,138,36,18,10,5,16,13,30,8.6,'JNPT,
2023-05-25 10:52:51.724700,5,419000346,8216552,'AVNG','SUMAYLA ONE',<ShipType.OtherType: 90>,15,44,6,6,5,21,10,0,3,'IN BOM',
2023-05-25 10:52:54.764413,5,538010526,9964106,'V7A6174','YASA URANUS',<ShipType.Cargo: 70>,171,28,20,12,5,21,20,30,14.1,'INBOM',
2023-05-25 10:53:40.450150,5,419000218,9576387,'AVJF','N B PRASAD',<ShipType.OtherType_NoAdditionalInformation: 99>,12,47,10,5,5,26,6,0,5,'BFL',
2023-05-25 10:53:46.849549,5,419096300,9341237,'','CG 203',<ShipType.NotAvailable: 0>,43,51,7,5,0,0,24,60,0,'',
2023-05-25 10:53:55.938823,5,405000305,9238284,'S2BG3','B LPG CHALLENGER',<ShipType.Tanker_HazardousCategory_A: 81>,191,36,15,21,5,24,7,30,8.2,'IN VTZ> IN BOM',
2023-05-25 10:53:58.738549,5,405000305,9238284,'S2BG3','B LPG CHALLENGER',<ShipType.Tanker_HazardousCategory_A: 81>,191,36,15,21,5,24,7,30,8.2,'IN VTZ> IN BOM',
2023-05-25 10:54:03.058164,5,477648500,9387346,'VRRY5','QI SHUN',<ShipType.Cargo: 70>,179,11,18,14,5,16,7,30,9.6,'MUMBAI',
2023-05-25 10:54:12.477203,5,419001116,9686948,'AWPA','OCEAN TURQUOISE',<ShipType.OtherType: 90>,23,60,11,9,5,24,6,30,5.4,'BFL',
2023-05-25 10:54:28.826160,5,36595,0,'VT-GVX','SAR AIRCRAFT VT-GVX',<ShipType.NotAvailable: 0>,0,0,0,0,1,1,0,26,0,'',
2023-05-25 10:54:31.246037,5,419779000,9524918,'AUZY','SCI MUKTA',<ShipType.NotAvailable: 0>,12,52,4,11,5,18,6,0,5,'MUMBAI',
2023-05-25 10:54:52.613941,5,441708000,9626015,'D7PB','PAN BONITA',<ShipType.Cargo: 70>,157,32,7,23,6,24,6,0,10.5,'INBOM',
2023-05-25 10:55:12.582632,5,419001230,9785586,'AWTI','ASL ABABEEL',<ShipType.OtherType: 90>,21,47,10,8,5,1,3,45,4.6,'NHAVA',
2023-05-25 10:55:18.531901,5,419566000,9333515,'AUJR','MPV PSV1',<ShipType.Cargo: 70>,15,52,6,10,5,26,4,0,5,'NHAVA',
2023-05-25 10:55:21.441305,5,419001665,9891074,'VTLY','JSW MANIKGAD',<ShipType.Cargo: 70>,112,10,8,12,4,26,1,0,4.9,'DHARAMTAR',
2023-05-25 10:55:43.489433,5,215209000,9205940,'9HGO7','MV SEAVENUS',<ShipType.Cargo: 70>,163,27,18,14,5,16,6,30,8.4,'MUMBAI,
2023-05-25 10:55:46.159090,5,419001795,9326598,'VTSI','GREEN ASHA',<ShipType.Tanker: 80>,138,37,20,8,5,23,4,0,9.8,'JNPT_INDIA',
2023-05-25 10:55:52.658605,5,432729000,9426362,'7JGF','DAEDALUS LEADER',<ShipType.Cargo_NoAdditionalInformation: 79>,21,179,8,24,5,25,8,0,8.8,'IN BOM',
2023-05-25 10:55:55.518515,5,355187000,9725586,'3EOR','BULK CASTOR',<ShipType.Cargo: 70>,170,30,24,12,5,21,19,30,11.6,'IN BOM',
2023-05-25 10:55:57.757584,5,205373000,9659115,'ONHU','WARINSART',<ShipType.Tanker: 80>,138,36,7,23,5,30,14,0,6.9,'IN NSA  >>  AE RWP',
2023-05-25 10:55:58.987878,5,419001552,9899155,'VTHM','JSW VAJRAGAD',<ShipType.Cargo: 70>,111,11,15,5,5,23,20,30,4.9,'DHARAMTAR',
2023-05-25 10:56:09.946859,5,257993000,9325843,'LARR8','ULRIKEN',<ShipType.Tanker: 80>,146,28,7,20,5,26,14,0,9.6,'IN BOM',
2023-05-25 10:56:10.826798,5,419001526,9892327,'VTGC','JSW SURYAGAD',<ShipType.Cargo: 70>,107,15,4,16,5,26,22,0,3.2,'JAIGARH',
2023-05-25 10:56:13.226589,5,538007142,9503287,'V7OQ9','TRISTAR PROSPERITY',<ShipType.Cargo: 70>,162,27,26,6,5,28,1,30,6.8,'MINA SAQR',
2023-05-25 10:56:40.713691,5,419001637,8479929,'VTKV','BW PINE',<ShipType.Tanker_NoAdditionalInformation: 89>,187,39,12,25,5,17,2,30,10.7,'IN BOM',
2023-05-25 10:56:51.862681,5,419172000,9129524,'VVJO','MV.GURU PRASAD',<ShipType.Cargo: 70>,60,19,7,8,5,27,2,0,3.4,'MUMBAI',
2023-05-25 10:56:52.452502,5,636022492,9573842,'5LJB3','GEOSTAR',<ShipType.Cargo: 70>,171,28,21,11,5,25,17,30,9.1,'IDDMT',
